"volume","issue","title","citation","article","link","abstract","authors"
"44","3","Remembering Satiation: The Role of Working Memory in Satiation","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages 633–650, https://doi.org/10.1093/jcr/ucx056","/jcr/article/44/3/633/3092334","https://academic.oup.com/jcr/article/44/3/633/3092334","Consumers typically enjoy an experience less with repeated consumption, yet this rate of satiation can dramatically vary across contexts and individuals. Building on the notion that satiation is constructed during consumption, we demonstrate that people satiate faster when they employ a greater working memory capacity. We establish this result in four studies across multiple experienced stimuli while using a range of measures of working memory capacity. We also develop insight into the underlying cognitive mechanism using mediation and moderation to show that people utilizing a larger working memory capacity satiate faster because they more deeply encode and process each stimulus. This subsequently leads to a sense that they have consumed that stimulus more times, and hence greater satiation. This provides direct evidence that working memory capacity is a critical cognitive mechanism underlying satiation, and it helps us potentially understand a range of satiation phenomena.","Noelle M. Nelson; Joseph P. Redden"
"44","3","It’s Too Pretty to Use! When and How Enhanced Product Aesthetics Discourage Usage and Lower Consumption Enjoyment","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages 651–672, https://doi.org/10.1093/jcr/ucx057","/jcr/article/44/3/651/3096199","https://academic.oup.com/jcr/article/44/3/651/3096199","Marketers invest a lot of resources in product aesthetics and design, but does this strategy always lead to favorable consumer outcomes? While prior research suggests enhanced aesthetics should have a uniformly positive influence on pre-usage evaluations and choice, the present research examines the downstream effects of nondurable product aesthetics on consumption behavior and post-consumption affect. First, we document an inhibiting effect of aesthetics on actual consumption. We find that highly aesthetic products elicit greater perceptions of effort in their creation, and that consumers have an intrinsic appreciation for such effort. Because the consumption process indirectly destroys the effort invested to make the product beautiful, people reduce consumption of such products because usage would entail destroying something they naturally appreciate. Second, we show that in cases where individuals do consume a beautiful product, they exhibit lower consumption enjoyment and increased negative affect. These negative post-consumption outcomes are mediated in parallel by concerns over having actually destroyed the effort that made the product beautiful as well as the decrements in beauty that become visible when aesthetic products are made less attractive through consumption. Across a series of studies, we challenge the common assumption that enhanced aesthetics always lead to positive consumer outcomes.","Freeman Wu; Adriana Samper; Andrea C. Morales; Gavan J. Fitzsimons"
"44","3","Brand-Aid","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages 673–691, https://doi.org/10.1093/jcr/ucx058","/jcr/article/44/3/673/3096200","https://academic.oup.com/jcr/article/44/3/673/3096200","Can close brand relationships insulate against physical pain? The idea that close interpersonal relationships help people cope with pain has received increasing support in social psychology. It is unknown, however, whether close brand relationships can do the same and, if so, why. Seven studies are reported here to fill this knowledge gap. Experiments 1a and 1b are the first to demonstrate that when confronted with a loved brand (vs. control), consumers are able to insulate themselves against physical pain. Experiment 2 provides evidence that the pain-insulating effectiveness of close brand relationships is not just due to brands representing mere distractions. Using a multistudy, multimethod approach to test for mediation, experiments 3 through 5 provide convergent empirical support for the hypothesis that feelings of social connectedness mediate the effect of close brand relationships on pain. Study 6 categorizes the 1,105 brand love essays written by participants in our experiments to show that loved brands provide feelings of social connectedness, mostly metaphorically and indirectly and, to a lesser extent, directly. In summary, close brand relationships can help insulate consumers against physical pain due to brands’ ability to provide a semblance of social connectedness.","Martin Reimann; Sandra Nuñez; Raquel Castaño"
"44","3","Meaningful Mediation Analysis: Plausible Causal Inference and Informative Communication","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages 692–716, https://doi.org/10.1093/jcr/ucx081","/jcr/article/44/3/692/3978091","https://academic.oup.com/jcr/article/44/3/692/3978091","Statistical mediation analysis has become the technique of choice in consumer research to make causal inferences about the influence of a treatment on an outcome via one or more mediators. This tutorial aims to strengthen two weak links that impede statistical mediation analysis from reaching its full potential. The first weak link is the path from mediator to outcome, which is a correlation. Six conditions are described that this correlation needs to meet in order to make plausible causal inferences: directionality, reliability, unconfoundedness, distinctiveness, power, and mediation. Recommendations are made to increase the plausibility of causal inferences based on statistical mediation analysis. Sweetspot analysis is proposed to establish whether an observed mediator-outcome correlation falls within the region of statistically meaningful correlations. The second weak link is the communication of mediation results. Four components of informative communication of mediation analysis are described: effect decomposition, effect size, difference testing, and data sharing. Recommendations are made to improve the communication of mediation analysis. A review of 166 recently published mediation analyses in the Journal of Consumer Research, a reanalysis of two published datasets, and Monte Carlo simulations support the conclusions and recommendations.","Rik Pieters"
"44","3","Corrigendum","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages 717, https://doi.org/10.1093/jcr/ucx064","/jcr/article/44/3/717/3894091","https://academic.oup.com/jcr/article/44/3/717/3894091","character(0)","NA"
"44","3","Corrigendum","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages 718, https://doi.org/10.1093/jcr/ucx073","/jcr/article/44/3/718/3868576","https://academic.oup.com/jcr/article/44/3/718/3868576","character(0)","NA"
"44","3","Front Cover","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages i1, https://doi.org/10.1093/jcr/ucx012","/jcr/article/44/3/i1/4098049","https://academic.oup.com/jcr/article/44/3/i1/4098049","character(0)","NA"
"44","3","Masthead","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages i2, https://doi.org/10.1093/jcr/ucx014","/jcr/article/44/3/i2/4098052","https://academic.oup.com/jcr/article/44/3/i2/4098052","character(0)","NA"
"44","3","Editorial Review Board","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages i3–i4, https://doi.org/10.1093/jcr/ucx013","/jcr/article/44/3/i3/4098051","https://academic.oup.com/jcr/article/44/3/i3/4098051","character(0)","NA"
"44","3","Back Cover","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages i5, https://doi.org/10.1093/jcr/ucx011","/jcr/article/44/3/i5/4098046","https://academic.oup.com/jcr/article/44/3/i5/4098046","character(0)","NA"
"44","3","Table of Contents","Journal of Consumer Research, Volume 44, Issue 3, 1 October 2017, Pages i6, https://doi.org/10.1093/jcr/ucx015","/jcr/article/44/3/i6/4098053","https://academic.oup.com/jcr/article/44/3/i6/4098053","character(0)","NA"
